objectId,redDecimal,blueHex,greenFraction,hexCode,ACL,redHex,name,updatedAt,greenDecimal,redFraction,blueDecimal,greenHex,createdAt,blueFraction
xfUfmojU3a,2,FE,0.28,#0247FE,null,02,Blue (RYB),Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),71,0.01,254,47,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),1
YcI9WTPE61,16,A6,0.2,#1034A6,null,10,Egyptian blue,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),52,0.06,166,34,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.65
OLajs7EeLl,18,80,0.38,#126180,null,12,Blue sapphire,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),97,0.07,128,61,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.5
ZHgEl1IVJ7,13,BA,0.6,#0D98BA,null,0D,Blue-green,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),152,0.05,186,98,Fri Dec 13 2019 17:44:22 GMT-0600 (Central Standard Time),0.73
07TbWsxqIU,3,3C,0.75,#03C03C,null,03,Dark pastel green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),192,0.01,60,C0,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.24
RJXYhNDZqI,0,BA,0.28,#0048BA,null,00,Absolute Zero,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),72,0,186,48,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.73
AC3J7KlFWk,0,00,0,#000000,null,00,Black,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0,0,0,00,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
CgVcxiIzNX,0,3C,0.42,#006B3C,null,00,Cadmium green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),107,0,60,6B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.24
DuCUWWKwRN,0,AF,0.58,#0093AF,null,00,Blue (Munsell),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),147,0,175,93,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.69
3aIJo06XbH,0,25,0.26,#004225,null,00,British racing green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),66,0,37,42,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.15
6spgMdZSQ2,0,BD,0.53,#0087BD,null,00,Blue (NCS),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),135,0,189,87,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.74
i8Lq4kVQ0B,0,A8,0.09,#0018A8,null,00,Blue (Pantone),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),24,0,168,18,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.66
MnQQGEdsIN,0,AB,0.28,#0047AB,null,00,Cobalt blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),71,0,171,47,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.67
TVTMo8Ij0F,0,4E,0.42,#006A4E,null,00,Bottle green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),106,0,78,6A,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.31
J9YsN6Ovhu,0,FF,0,#0000FF,null,00,Blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0,0,255,00,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
SeJV16y7TN,0,3F,0.34,#00563F,null,00,Castleton green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),86,0,63,56,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.25
TRmelBDd2G,0,FF,0.5,#007FFF,null,00,Azure,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),127,0,255,7F,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
C9DjAZ6dwP,0,FF,1,#00FFFF,null,00,Aqua,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0,255,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
Si2Vt1u0Sn,0,00,0.5,#008000,null,00,Ao (English),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),128,0,0,80,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
ekMswPCP4Z,0,A7,0.48,#007BA7,null,00,Cerulean,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),123,0,167,7B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.65
TxnYcmKT8Q,0,FF,0.75,#00BFFF,null,00,Capri,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),191,0,255,BF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
6s8Fb8sIna,0,99,0.8,#00CC99,null,00,Caribbean green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),204,0,153,CC,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.6
uANbTeGlf4,0,A5,0.48,#007AA5,null,00,CG blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),122,0,165,7A,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.65
3M4J9zLBA5,0,A7,0.48,#007BA7,null,00,Celadon blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),123,0,167,7B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.65
T5FsEJCSFo,0,EB,0.72,#00B7EB,null,00,Cyan (process),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),183,0,235,B7,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.92
t0XS5hgEJZ,1,20,0.2,#013220,null,01,Dark green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),50,0,32,32,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.13
QEuuwrNx8M,0,8B,0.55,#008B8B,null,00,Dark cyan,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),139,0,139,8B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.55
pVb1RPDoH5,0,FF,1,#00FFFF,null,00,Cyan,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0,255,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
WjEPJPtYDD,228,0F,0.61,#E49B0F,null,E4,Gamboge,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),155,0.89,15,9B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.06
39Ugq8IJ5R,0,D1,0.81,#00CED1,null,00,Dark turquoise,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),206,0,209,CE,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.82
xcqboHVngH,0,00,0.39,#006400,null,00,Dark green (X11),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),100,0,0,64,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
1kPR0u2pyb,220,DC,0.86,#DCDCDC,null,DC,Gainsboro,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),220,0.86,220,DC,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.86
DRREUozd4m,0,49,0.29,#004B49,null,00,Deep jungle green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),75,0,73,4B,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.29
MK5rtGSDmu,0,BB,0.45,#0072BB,null,00,French blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),114,0,187,72,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.73
WbJpLwvlDl,0,9C,0,#00009C,null,00,Duke blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0,0,156,00,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.61
o1ZUhGoK24,1,21,0.27,#014421,null,01,Forest green (traditional),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),68,0,33,44,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.13
stvDOqEuI8,0,FF,0.75,#00BFFF,null,00,Deep sky blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),191,0,255,BF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
Hblxk0p6nB,0,3C,0.44,#00703C,null,00,Dartmouth green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),112,0,60,70,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.24
DMVmDLFZCe,0,40,1,#00FF40,null,00,Erin,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0,64,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.25
ItF263lQI3,0,00,1,#00FF00,null,00,Electric green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0,0,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
iYPI8gDFcC,171,B3,0.57,#AB92B3,null,AB,Glossy grape,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),146,0.67,179,92,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.7
a4V51UkGfh,96,B6,0.51,#6082B6,null,60,Glaucous,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),130,0.38,182,82,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.71
vHkOJ4SqT0,248,FF,0.97,#F8F8FF,null,F8,Ghost white,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),248,0.97,255,F8,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
OC7eMJ8Ch7,0,66,0.5,#007F66,null,00,Generic viridian,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),127,0,102,7F,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.4
qakxwFpsqC,0,66,0.67,#00AB66,null,00,GO green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),171,0,102,AB,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.4
FHUzOw9cH6,133,4E,0.46,#85754E,null,85,Gold Fusion,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),117,0.52,78,75,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.31
MvkZZjekB6,165,00,0.49,#A57C00,null,A5,Gold,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),124,0.65,0,7C,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
M8FFaZIzj2,212,37,0.69,#D4AF37,null,D4,Gold (metallic),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),175,0.83,55,AF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.22
YYEJ3JWwGK,230,8A,0.75,#E6BE8A,null,E6,Gold (Crayola),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),190,0.9,138,BE,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.54
I1j8jLfUN6,255,00,0.84,#FFD700,null,FF,Gold (web) (Golden),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),215,1,0,D7,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
r3MirN5Ylc,0,00,1,#00FF00,null,00,Green,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0,0,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
LPoi1LnjXF,252,00,0.76,#FCC200,null,FC,Golden poppy,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),194,0.99,0,C2,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
NPB5eTT6yV,190,BE,0.75,#BEBEBE,null,BE,Gray (X11 gray),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),190,0.75,190,BE,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.75
xbfeVtgFf6,0,6B,0.62,#009F6B,null,00,Green (NCS),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),159,0,107,9F,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.42
KVjfoL5jPC,218,20,0.65,#DAA520,null,DA,Goldenrod,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),165,0.85,32,A5,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.13
cBRUOppYyX,128,80,0.5,#808080,null,80,Gray (web),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),128,0.5,128,80,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.5
UTIHmiIkzi,0,77,0.66,#00A877,null,00,Green (Munsell),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),168,0,119,A8,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.47
PSj7XdH9hG,103,67,0.4,#676767,null,67,Granite gray,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),103,0.4,103,67,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.4
9TKGI6B57A,255,00,0.87,#FFDF00,null,FF,Golden yellow,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),223,1,0,DF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
BhZ9GO1d3M,153,15,0.4,#996515,null,99,Golden brown,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),101,0.6,21,65,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.08
IxHwto3m9J,28,78,0.67,#1CAC78,null,1C,Green (Crayola),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),172,0.11,120,AC,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.47
GTlSrRDYUk,0,43,0.68,#00AD43,null,00,Green (Pantone),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),173,0,67,AD,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.26
GgsOb3N75z,0,00,0.5,#008000,null,00,Green (web),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),128,0,0,80,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
EBJkewqHWO,168,A0,0.89,#A8E4A0,null,A8,Granny Smith apple,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),228,0.66,160,E4,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.63
J694nU2IVY,102,32,0.69,#66B032,null,66,Green (RYB),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),176,0.4,50,B0,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.2
jykYF6quMk,0,50,0.65,#00A550,null,00,Green (pigment),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),165,0,80,A5,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.31
QhTcAbET7M,0,66,0.6,#009966,null,00,Green-cyan,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),153,0,102,99,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.4
RfzbFcTI62,40,C8,0.53,#2887C8,null,28,Green-blue (Crayola),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),135,0.16,200,87,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.78
1xigZGuwNb,17,B4,0.39,#1164B4,null,11,Green-blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),100,0.07,180,64,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.71
GpXSy0N7Me,169,86,0.6,#A99A86,null,A9,Grullo,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),154,0.66,134,9A,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.53
YVM5iZPYZX,110,A1,0.68,#6EAEA1,null,6E,Green Sheen,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),174,0.43,161,AE,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.63
iEnF4AQRk9,173,2F,1,#ADFF2F,null,AD,Green-yellow,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0.68,47,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.18
d8VAQl8dra,240,91,0.91,#F0E891,null,F0,Green-yellow (Crayola),Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),232,0.94,145,E8,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.57
dcLZCZazBi,167,32,0.96,#A7F432,null,A7,Green Lizard,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),244,0.65,50,F4,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.2
YEJfrsFzUi,63,00,1,#3FFF00,null,3F,Harlequin,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),255,0.25,0,FF,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
1vFikc9H7R,233,6B,0.84,#E9D66B,null,E9,Hansa yellow,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),214,0.91,107,D6,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.42
g8pVQz3PYd,82,FA,0.09,#5218FA,null,52,Han purple,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),24,0.32,250,18,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.98
5GsUoQHzB6,68,CF,0.42,#446CCF,null,44,Han blue,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),108,0.27,207,6C,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.81
86p0WdZlHp,42,39,0.2,#2a3439,null,2a,Gunmetal,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),52,0.16,57,34,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.22
IHHLlvgDaZ,223,FF,0.45,#DF73FF,null,DF,Heliotrope,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),115,0.87,255,73,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),1
r1ZTsjAXb9,170,A9,0.6,#AA98A9,null,AA,Heliotrope gray,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),152,0.67,169,98,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.66
J5OmF4JnUh,218,00,0.57,#DA9100,null,DA,Harvest gold,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),145,0.85,0,91,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
lGHByFitNw,244,A1,0,#F400A1,null,F4,Hollywood cerise,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0,0.96,161,00,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0.63
6a8a4V7wa7,255,00,0.48,#FF7A00,null,FF,Heat Wave,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),122,1,0,7A,Fri Dec 13 2019 17:44:23 GMT-0600 (Central Standard Time),0
LeezIClZX8,255,B4,0.41,#FF69B4,null,FF,Hot pink,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),105,1,180,69,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.71
sP4iLMsXX5,255,CE,0.11,#FF1DCE,null,FF,Hot magenta,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),29,1,206,1D,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.81
lftIftvCRb,240,F0,1,#F0FFF0,null,F0,Honeydew,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0.94,240,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.94
viFx57GZH2,0,B0,0.43,#006DB0,null,00,Honolulu blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),109,0,176,6D,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.69
km6f3DmZS2,73,6B,0.47,#49796B,null,49,Hooker's green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),121,0.29,107,79,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.42
g28d03C2ST,113,D2,0.65,#71A6D2,null,71,Iceberg,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),166,0.44,210,A6,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.82
CFO9UAS4mc,49,77,0.57,#319177,null,31,Illuminating emerald,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),145,0.19,119,91,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.47
NtO8LKZlsB,252,5E,0.97,#FCF75E,null,FC,Icterine,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),247,0.99,94,F7,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.37
EDgArAesb2,237,39,0.16,#ED2939,null,ED,Imperial red,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),41,0.93,57,29,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.22
bmLl6mxt3s,53,3B,0.37,#355E3B,null,35,Hunter green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),94,0.21,59,5E,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.23
LSRYG4c9HN,76,6D,0.32,#4C516D,null,4C,Independence,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),81,0.3,109,51,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.43
nDrS5WcKxr,227,57,0.66,#E3A857,null,E3,Indian yellow,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),168,0.89,87,A8,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.34
VInmMEECNl,19,08,0.53,#138808,null,13,India green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),136,0.07,8,88,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.03
5y6sVWEPBb,178,5D,0.93,#B2EC5D,null,B2,Inchworm,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),236,0.7,93,EC,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.36
RuXU7BHh07,205,5C,0.36,#CD5C5C,null,CD,Indian red,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),92,0.8,92,5C,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.36
ufSUOe82Di,0,6A,0.25,#00416A,null,00,Indigo dye,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),65,0,106,41,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.42
SgOaQ7IkwO,75,82,0,#4B0082,null,4B,Indigo,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0,0.29,130,00,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.51
bYmBEdoaU9,255,00,0.31,#FF4F00,null,FF,International orange (aerospace),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),79,1,0,4F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0
Xm4hTvPANO,186,0C,0.09,#BA160C,null,BA,International orange (engineering),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),22,0.73,12,16,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.05
EcciQu1mU9,0,A7,0.18,#002FA7,null,00,International Klein Blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),47,0,167,2F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.65
jVT4HHdbFk,192,2C,0.21,#C0362C,null,C0,International orange (Golden Gate Bridge),Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),54,0.75,44,36,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.17
IKjH0gM3bi,90,CF,0.31,#5A4FCF,null,5A,Iris,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),79,0.35,207,4F,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.81
OLaQvJ0gCa,255,F0,1,#FFFFF0,null,FF,Ivory,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,1,240,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.94
sd49X1NDug,0,6B,0.66,#00A86B,null,00,Jade,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),168,0,107,A8,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.42
Zz1mXOwECU,58,9E,0.69,#3AB09E,null,3A,Keppel,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),176,0.23,158,B0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.62
sSFsGSxndC,41,87,0.67,#29AB87,null,29,Jungle green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),171,0.16,135,AB,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.53
zdGBf2Qtwb,248,7E,0.87,#F8DE7E,null,F8,Jasmine,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),222,0.97,126,DE,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.49
2LgOkAO8eG,76,17,0.73,#4CBB17,null,4C,Kelly green,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),187,0.3,23,BB,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.09
lVG6CDbTWE,52,34,0.2,#343434,null,34,Jet,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),52,0.2,52,34,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.2
M6kxYFQydJ,179,6C,0.27,#B3446C,null,B3,Irresistible,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),68,0.7,108,44,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.42
WDXsFSB4UN,178,FF,1,#B2FFFF,null,B2,Italian sky blue,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),255,0.7,255,FF,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),1
mrMeAMXQaf,244,EC,0.94,#F4F0EC,null,F4,Isabelline,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),240,0.96,236,F0,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.93
mm1gE8u6pI,165,5E,0.04,#A50B5E,null,A5,Jazzberry jam,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),11,0.65,94,0B,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.37
kYKmW8mllu,189,57,0.85,#BDDA57,null,BD,June bud,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),218,0.74,87,DA,Fri Dec 13 2019 17:44:24 GMT-0600 (Central Standard Time),0.34
